AW1,AW2,AW3
37.746,78.237,75.58
48.033,45.562,36.814
30.283,36.932,35.961
29.783,29.95,29.283
41.374,61.9,66.764
41.767,46.081,42.384
57.702,89.643,91.28
48.268,49.524,46.699
38.501,56.192,51.946
38.275,55.476,67.587
34.578,47.199,48.768
39.227,106.324,118.317
52.652,78.983,78.894
36.275,131.576,111.139
46.121,108.903,93.761
38.825,77.453,77.659
43.934,86.053,79.532
51.897,111.345,78.845
47.082,79.365,78.394
46.748,100.361,72.0
37.246,75.668,71.765
39.511,75.933,78.59
46.533,81.964,73.569
46.376,64.744,76.257
42.031,81.425,87.593
44.807,85.867,102.529
27.547,31.94,24.595
44.463,53.995,45.905
38.619,51.112,52.348
41.168,53.005,53.633
45.719,57.565,31.636
27.292,44.777,47.523
41.659,55.819,70.637
28.371,22.31,22.006
41.472,45.003,41.041
42.296,45.572,46.758
32.087,75.894,73.442
46.062,60.801,59.997
33.764,72.726,73.236
51.71,69.0,64.42
39.501,77.051,82.464
38.285,42.071,35.186
113.845,109.089,100.587
37.255,58.369,52.583
39.776,36.216,35.216
29.567,53.093,53.633
37.118,74.638,63.184
40.805,59.232,58.624
51.22,33.245,37.059
36.118,36.118,35.961
42.198,71.069,80.934
51.612,94.909,103.813
43.218,67.431,62.557
114.091,103.029,55.447
49.779,74.119,73.344
50.328,81.532,80.591
38.471,39.638,43.836
59.193,57.594,58.624
46.219,56.859,54.584
27.988,38.011,34.313
46.729,76.776,70.294
40.305,48.033,47.396
32.009,55.143,53.76
36.893,83.974,76.306
37.628,101.175,111.315
44.022,117.229,104.098
40.335,88.613,80.003
43.149,87.593,88.74
37.883,85.71,78.894
39.727,100.165,88.848
48.102,56.643,58.242
40.58,38.285,35.324
34.931,37.461,39.825
46.944,39.334,42.571
42.316,43.865,29.832
37.677,65.969,64.126
40.09,66.979,69.147
45.866,83.151,87.936
38.197,72.138,75.266
91.673,86.985,101.773
35.971,78.728,78.345
38.226,38.697,35.225
28.184,64.381,61.988
30.116,73.099,61.733
29.626,35.637,34.294
43.061,48.464,54.25
31.293,66.96,63.861
38.02,91.761,77.384
54.456,90.81,93.104
40.845,57.761,52.77
49.563,106.137,81.464
26.753,58.938,54.633
84.092,92.898,105.255
42.443,46.66,43.865
33.549,42.522,47.023
47.562,52.946,68.931
41.865,106.353,122.701
41.816,82.749,78.306
34.117,44.199,50.779
41.159,46.935,51.975
44.326,38.874,52.142
33.47,63.527,53.721
43.434,62.223,55.29
34.353,43.149,44.954
54.603,90.486,88.721
57.977,54.064,52.642
40.227,55.496,66.862
35.304,38.815,39.217
28.214,37.559,35.647
35.833,35.853,37.599
41.855,96.037,95.546
38.697,37.099,36.5
39.491,43.806,45.934
35.951,47.013,57.673
39.599,98.008,100.999
41.6,47.7,44.62
38.687,89.28,90.339
55.035,115.807,126.996
44.12,62.145,56.565
39.482,47.817,54.152
36.265,48.768,47.425
34.304,37.638,30.607
43.855,59.536,64.959
42.404,65.518,63.645
38.256,78.698,83.062
46.081,57.271,59.409
45.699,72.295,81.395
36.569,52.662,51.75
40.05,39.609,34.578
39.256,46.552,50.838
47.945,43.581,40.501
64.341,106.579,124.956
36.824,73.452,64.949
55.172,108.864,115.532
32.058,75.04,61.841
33.078,44.101,37.393
36.481,75.394,76.404
40.119,37.099,36.991
39.913,36.804,38.766
53.682,105.5,95.938
40.001,53.074,54.594
41.345,107.285,96.027
35.677,68.254,54.417
51.818,108.756,99.165
36.039,70.402,70.735
53.495,81.376,71.794
58.291,90.515,84.484
38.373,60.585,66.067
46.229,47.023,48.249
51.073,91.104,94.163
49.73,50.298,54.093
45.748,73.962,72.961
45.267,98.017,81.827
40.698,65.293,66.832
49.749,88.338,79.522
36.343,43.434,48.494
62.262,86.22,86.848
53.77,58.605,60.085
49.631,45.179,28.41
39.962,75.874,93.173
33.931,41.159,43.571
45.395,55.496,58.624
29.842,23.477,24.144
38.403,60.125,68.902
43.287,78.963,73.118
31.881,69.196,69.362
45.611,69.451,76.07
47.288,52.113,51.426
43.708,81.67,81.13
59.624,50.161,45.013
32.725,37.108,47.611
40.158,71.383,67.264
45.621,53.132,41.374
35.794,47.484,46.385
48.798,83.7,92.585
39.285,77.345,61.36
41.394,55.731,50.965
39.531,70.657,77.129
40.452,65.538,65.93
42.061,53.78,52.495
46.974,99.194,104.98
39.148,44.385,43.385
32.921,40.55,30.097
43.512,65.302,72.501
37.883,58.193,63.92
36.765,40.864,38.491
49.337,59.487,64.714
42.806,72.873,74.825
41.933,132.037,115.179
48.719,106.755,99.547
51.495,67.372,71.824
40.629,97.713,85.622
39.56,110.237,107.128
119.465,120.435,104.107
39.844,64.39,64.371
38.04,40.394,37.334
29.283,32.391,33.107
41.502,89.515,91.32
46.925,52.299,49.7
42.953,63.469,61.262
46.317,68.313,70.912
42.384,44.248,53.113
45.464,54.123,50.357
39.315,73.167,63.871
44.081,40.158,43.355
38.942,35.157,36.01
41.6,63.214,58.085
41.61,52.113,57.506
35.118,67.921,75.452
41.217,71.236,59.85
112.384,94.644,73.864
38.697,42.983,35.451
45.326,84.984,71.824
46.023,61.919,52.524
45.091,78.62,76.296
50.71,110.57,112.502
37.089,49.553,38.118
39.138,40.433,37.589
59.595,80.826,88.466
42.639,111.57,98.949
45.032,63.802,57.075
54.231,92.408,99.283
42.904,38.03,38.167
52.672,64.94,68.46
41.413,70.098,70.078
42.247,51.455,47.925
33.5,61.193,65.626
29.44,65.352,60.566
40.884,77.933,84.582
29.175,43.051,39.384
51.691,77.698,74.727
41.492,58.958,62.586
33.804,59.173,57.643
50.19,46.611,60.585
54.26,114.865,122.142
47.278,72.412,78.463
53.309,100.302,105.206
48.661,69.696,66.411
42.041,51.818,45.287
45.042,77.933,70.235
37.922,45.826,41.698
40.864,71.255,67.852
39.148,78.698,64.185
53.485,53.927,52.162
34.461,59.271,47.101
42.208,76.796,72.177
50.514,60.86,60.331
40.482,52.691,56.055
40.678,38.256,34.686
40.188,71.167,80.483
40.148,84.033,95.203
31.783,40.629,38.481
38.471,44.591,46.081
33.146,34.009,32.166
35.167,80.777,87.073
28.881,60.36,72.52
45.944,81.483,85.445
29.449,56.565,54.623
46.846,44.512,41.737
38.54,68.127,74.383
32.637,68.166,79.238
36.706,64.714,67.431
46.944,111.737,105.657
49.72,53.819,59.213
42.777,87.789,84.494
34.99,80.375,78.502
47.013,114.346,114.551
31.705,49.661,46.503
41.472,78.277,69.5
34.274,41.335,36.628
52.505,98.194,96.213
48.798,63.292,91.584
59.703,91.928,82.219
46.621,36.51,35.265
43.296,69.402,71.079
30.969,58.016,68.882
40.364,37.108,50.7
91.329,88.937,99.155
58.712,69.686,48.533
45.542,86.073,91.065
37.824,61.86,57.134
42.208,73.981,69.637
37.314,72.226,83.337
61.037,91.604,79.267
32.225,51.044,51.671
51.122,94.595,96.782
44.414,96.556,100.253
42.728,81.64,78.826
43.522,62.704,59.84
31.45,35.559,39.021
16.377,48.768,49.818
40.335,73.854,78.532
51.975,50.239,55.329
44.856,68.735,71.618
37.883,58.33,55.564
47.229,68.088,52.299
33.931,36.343,40.256
55.094,59.781,68.686
37.167,68.686,64.243
32.911,57.281,59.693
41.247,56.624,55.192
44.983,56.349,58.654
26.635,47.101,42.463
44.699,62.253,56.29
34.696,56.231,51.877
43.757,55.3,58.742
32.019,53.338,61.733
29.744,57.369,52.672
39.03,69.921,65.459
41.688,82.317,76.257
36.549,71.383,60.183
43.257,57.742,58.85
104.205,96.968,32.176
31.901,46.993,48.043
47.445,46.954,44.365
31.715,66.028,55.447
40.874,50.396,40.08
33.882,41.384,44.62
42.492,78.865,79.287
25.605,85.151,73.962
31.725,69.078,68.284
36.902,54.074,59.83
46.327,77.561,85.171
37.785,57.418,59.154
57.349,140.5,75.913
87.593,83.141,99.106
34.745,79.934,83.768
45.228,100.391,95.811
77.688,107.53,94.507
43.336,82.356,75.766
39.678,76.796,89.907
55.427,45.768,53.505
45.444,98.822,101.205
29.4,74.168,70.931
44.542,76.6,70.931
36.177,60.232,63.331
39.344,75.492,70.245
46.876,72.53,79.924
35.853,61.498,61.507
47.817,81.572,80.905
33.039,71.598,79.846
47.317,95.144,89.466
41.992,61.193,67.127
32.44,55.908,52.103
37.942,50.396,39.08
32.862,31.93,35.883
41.757,71.883,96.645
37.275,65.41,69.284
39.276,74.227,77.07
46.788,49.475,55.329
41.345,58.595,54.456
42.384,59.987,66.626
42.443,69.735,64.459
34.941,53.564,50.838
37.079,62.929,64.077
45.189,49.445,50.877
38.511,65.626,67.107
35.216,49.769,40.07
46.484,86.093,94.212
25.331,39.913,43.757
40.511,63.714,79.679
54.613,46.837,61.654
32.676,45.572,57.065
31.44,59.664,59.046
44.199,90.172,80.856
40.668,69.784,65.538
43.071,40.766,40.237
40.835,68.833,68.235
41.57,78.237,77.963
45.464,80.464,78.914
136.822,127.231,131.488
32.784,40.658,42.414
30.754,71.922,62.851
58.114,83.621,77.512
50.553,58.928,61.38
39.168,79.601,65.499
40.531,63.694,66.156
32.333,75.452,69.245
59.468,96.517,79.63
42.62,86.926,87.828
54.76,87.475,95.448
40.227,47.16,46.513
36.373,80.248,72.353
32.862,60.468,58.693
36.275,75.55,78.198
40.953,78.149,74.089
38.324,46.405,44.414
42.1,93.261,75.511
37.667,82.386,76.041
39.844,61.027,67.911
45.709,73.099,68.166
39.697,69.863,78.973
44.836,71.236,78.796
38.932,70.098,74.835
44.169,49.426,42.61
47.974,55.682,46.327
35.745,53.329,53.181
33.637,67.529,71.706
50.553,50.847,47.347
56.231,53.123,75.05
30.361,69.961,67.381
50.867,48.2,40.649
34.519,44.522,28.988
31.852,48.749,44.385
39.844,42.159,44.875
47.523,53.554,59.507
55.113,62.635,43.188
88.583,94.605,64.273
29.028,54.486,47.17
42.247,56.241,54.956
41.796,60.487,60.782
26.811,53.819,46.062
46.091,90.074,89.721
43.532,70.775,65.636
39.707,83.504,74.04
44.983,55.29,52.672
51.436,75.658,74.589
47.347,73.873,82.484
41.659,83.798,91.035
51.907,84.955,83.513
30.812,68.568,51.701
25.576,65.322,63.959
45.101,43.12,45.326
41.482,73.481,75.188
52.436,49.014,44.042
46.827,50.161,60.223
20.584,19.809,20.927
32.195,47.239,38.364
41.286,84.043,56.055
30.087,48.062,48.121
28.008,44.973,47.337
26.605,25.988,25.693
24.987,22.349,26.615
43.669,47.709,40.747
30.538,42.894,46.993
31.646,42.688,40.08
46.886,100.342,94.242
86.946,96.154,91.702
33.264,38.079,35.275
35.824,38.687,43.983
24.84,38.962,39.207
44.767,51.563,49.298
36.059,42.904,40.727
36.549,66.352,70.323
28.351,41.266,43.502
43.188,42.708,35.304
38.736,33.401,31.391
49.278,48.347,47.572
26.321,46.17,44.189
42.875,71.765,77.424
37.609,50.357,55.564
46.189,56.928,54.358
29.047,87.897,72.912
42.071,61.733,59.075
38.599,52.22,49.631
37.863,59.026,52.318
49.426,58.565,62.782
35.245,47.896,44.012
45.013,104.235,102.646
36.824,87.103,88.456
44.208,112.051,105.068
31.577,30.136,33.372
44.738,73.824,78.345
42.512,77.325,77.1
41.649,113.718,80.719
43.6,61.154,69.902
32.607,74.442,74.374
41.659,83.719,89.574
35.294,64.234,60.87
37.52,91.437,90.859
40.58,129.252,76.345
37.726,70.902,74.334
36.53,113.384,116.258
32.558,71.304,70.137
39.168,94.262,86.799
54.28,81.15,80.179
42.806,115.581,106.883
35.363,50.965,55.28
45.317,55.741,64.028
38.04,57.055,64.312
43.64,79.483,80.974
38.893,73.991,75.923
28.822,49.239,50.543
38.805,121.23,102.048
43.983,82.101,81.376
38.217,33.48,29.94
46.895,51.151,51.22
35.441,33.96,36.922
42.894,80.336,76.531
51.848,108.697,107.314
54.77,120.122,115.365
41.825,48.965,30.077
29.204,51.661,45.473
41.521,49.886,58.173
42.08,65.106,65.224
37.883,78.13,76.129
44.071,95.409,89.005
29.626,55.77,38.226
44.699,54.554,51.22
32.97,49.926,32.97
39.717,48.239,40.541
48.19,41.992,44.875
35.618,36.343,34.009
50.995,57.653,55.27
27.321,46.66,42.414
36.098,38.736,40.403
40.09,52.132,59.124
29.008,27.841,24.811
31.979,29.577,33.647
43.855,86.377,90.309
45.042,70.784,65.518
32.078,66.371,64.802
50.965,48.357,55.329
32.225,41.923,33.225
27.674,38.54,42.482
37.55,36.716,41.629
47.033,106.392,96.439
34.784,36.824,32.205
42.63,81.836,61.458
38.187,77.718,71.628
39.138,71.893,73.981
90.506,99.881,95.311
58.408,73.824,70.265
48.749,79.885,81.278
66.058,120.122,123.211
42.63,80.777,79.679
46.081,89.996,99.204
95.487,102.215,115.807
46.964,86.475,90.408
45.866,102.43,108.462
41.992,92.8,78.885
35.5,52.77,55.79
44.718,88.319,79.905
43.846,64.155,68.264
60.566,77.62,83.866
51.74,104.98,105.637
94.928,90.623,91.065
51.406,115.365,106.432
40.001,111.198,112.718
132.89,159.976,128.859
52.672,62.782,66.734
27.223,102.685,100.185
53.054,102.931,95.713
47.592,102.587,103.107
27.596,40.796,43.287
32.597,48.906,47.464
40.041,45.542,37.814
43.473,73.207,72.618
45.395,52.524,47.709
40.266,102.833,100.361
94.585,83.239,66.401
38.422,54.868,59.065
36.049,99.763,97.321
51.632,106.716,100.754
37.197,68.333,62.155
52.524,84.975,87.936
49.298,62.233,72.657
50.063,100.371,91.457
49.73,92.045,107.373
42.345,44.983,40.845
33.843,42.335,44.689
46.993,63.733,69.323
32.215,49.131,37.903
34.412,36.677,34.441
49.21,77.306,77.531
34.019,52.397,57.594
45.209,55.153,65.714
50.73,47.484,46.631
45.65,87.328,78.11
35.873,49.984,42.139
49.73,53.289,51.838
36.0,41.119,33.039
38.579,39.707,36.039
43.002,40.325,39.638
48.298,80.424,69.5
36.618,49.867,45.189
37.834,32.529,27.969
38.648,30.185,38.805
43.071,75.06,70.912
41.531,36.785,37.344
36.363,37.805,46.493
48.621,67.136,74.364
31.734,61.929,71.383
30.332,38.815,38.138
34.99,27.821,31.626
31.411,35.647,39.07
52.456,102.744,111.149
33.284,41.364,37.736
41.639,41.286,39.413
53.211,58.408,53.27
39.992,101.254,105.147
43.64,90.368,94.271
48.455,103.382,108.079
39.658,37.363,33.313
44.179,86.877,94.948
34.784,52.034,72.304
33.588,37.177,34.039
28.42,33.303,36.226
41.923,67.96,66.185
30.273,61.615,57.173
41.325,44.846,42.659
41.492,41.345,37.991
39.864,48.435,57.32
45.64,63.469,73.942
42.188,36.255,35.873
32.087,51.338,52.201
44.738,55.27,52.368
59.693,102.175,98.665
47.023,95.899,109.138
38.805,75.992,76.443
39.589,63.322,59.536
71.942,102.215,86.71
36.618,54.201,53.613
30.283,55.457,56.859
40.492,48.082,51.142
34.157,33.078,32.823
35.824,43.718,39.825
38.795,75.599,78.953
39.384,50.573,44.62
32.146,43.09,40.521
27.861,44.856,44.385
34.225,54.956,53.26
31.94,38.932,38.383
40.237,41.217,35.5
42.061,46.199,44.444
51.318,56.202,0.804
38.932,44.218,40.6
36.196,39.688,43.296
32.431,65.783,66.469
36.716,67.391,71.51
45.13,60.213,63.557
35.559,37.412,36.314
42.835,65.332,61.537
43.983,52.613,52.544
46.003,49.641,43.895
41.384,41.011,33.196
38.354,45.434,42.355
33.539,36.226,41.149
71.334,58.32,73.344
31.401,37.01,36.206
53.044,52.162,52.515
69.568,102.234,104.313
43.806,50.259,50.053
41.139,54.074,58.654
39.648,82.425,69.235
45.66,80.993,81.101
48.17,47.376,47.788
27.812,39.08,37.0
47.023,73.128,66.44
51.799,88.878,95.066
35.49,59.546,59.732
46.827,55.702,38.06
47.18,52.201,55.682
44.561,47.474,43.267
55.359,53.378,60.017
31.509,33.254,34.657
34.951,38.668,33.097
42.551,75.903,70.657
41.188,41.717,46.229
69.156,118.16,109.109
42.12,94.34,92.751
47.19,89.721,77.6
33.696,56.81,61.164
58.997,66.911,60.134
31.95,70.098,70.196
33.382,34.951,24.105
44.807,53.25,52.995
39.08,40.57,40.953
31.94,42.1,38.266
42.816,38.305,30.371
62.419,64.106,34.304
33.019,59.252,55.79
35.647,32.44,30.969
31.754,39.462,36.647
42.943,39.511,40.815
42.443,66.862,62.36
47.533,91.27,98.596
32.303,67.431,67.911
39.236,67.234,74.158
42.237,58.752,60.733
87.77,89.78,103.47
41.57,81.042,72.991
43.267,62.419,61.684
52.211,77.512,88.544
42.953,79.561,85.543
53.338,87.779,92.663
40.237,80.071,85.347
35.275,67.754,72.657
45.974,81.807,73.864
44.336,64.645,57.487
41.953,80.434,94.487
39.462,79.522,72.628
49.68,102.734,118.66
40.07,83.258,90.996
49.288,56.222,58.889
47.17,51.867,49.533
53.554,85.808,84.092
52.819,87.318,90.437
40.776,54.172,49.622
90.29,97.968,72.54
54.162,101.577,114.757
46.434,71.893,73.501
40.727,96.105,88.221
36.255,55.104,60.556
53.691,103.156,103.323
34.657,80.297,96.399
42.865,55.26,55.408
42.884,93.967,96.125
50.691,94.291,86.956
32.725,67.774,68.137
94.654,93.575,86.485
47.494,57.565,42.679
45.238,103.715,91.957
44.473,76.355,78.453
46.434,98.949,96.684
37.559,62.674,62.302
65.705,101.087,112.443
24.899,89.172,94.977
48.71,88.328,87.152
43.061,56.584,44.208
50.406,81.601,77.453
42.061,68.696,62.233
109.413,99.508,68.029
55.231,86.916,102.94
38.236,95.742,105.716
40.286,65.097,78.316
37.932,73.177,79.012
46.023,73.913,78.061
47.317,84.975,81.542
38.04,69.019,77.492
48.847,80.974,78.953
50.092,88.25,90.78
99.459,89.986,89.564
52.328,64.155,62.664
64.92,103.117,105.294
52.544,80.699,83.013
51.71,98.988,101.263
49.573,92.722,92.849
37.324,93.271,86.102
46.121,53.652,52.142
49.984,85.455,80.199
47.69,85.524,75.766
47.474,68.48,60.546
44.895,58.673,44.65
58.487,91.241,90.839
36.02,94.546,96.488
38.05,35.235,45.003
36.52,38.06,36.324
82.896,88.417,78.394
38.883,66.901,61.046
45.699,69.598,73.775
43.904,85.612,87.622
47.631,97.086,93.663
57.526,97.753,104.205
39.168,86.671,81.189
40.384,84.729,70.01
60.34,89.633,100.087
47.297,66.705,66.685
51.436,88.534,85.955
37.344,80.797,86.965
38.893,61.37,70.019
49.651,86.249,81.513
36.598,56.3,62.076
48.18,48.582,58.506
41.227,54.741,52.338
43.385,59.938,64.989
49.033,73.569,78.767
38.295,89.682,93.408
41.727,71.206,67.391
31.028,64.057,67.352
38.06,62.576,69.225
28.488,56.359,62.066
37.981,62.763,53.995
34.264,50.7,53.946
50.847,86.632,83.043
42.924,71.196,75.943
43.296,66.705,65.293
47.327,93.565,92.232
32.058,61.086,61.949
50.877,50.053,59.369
43.904,74.687,82.307
38.118,88.358,79.846
50.642,68.117,67.274
44.914,97.145,94.497
51.014,97.713,95.429
63.204,92.477,94.82
33.558,35.99,35.696
56.29,81.944,100.901
44.101,131.017,107.285
45.522,73.373,71.883
47.641,81.287,77.512
106.52,103.382,86.132
45.719,85.132,76.57
43.689,97.655,95.36
47.631,89.956,106.892
34.902,89.956,97.772
49.259,131.664,81.787
48.317,101.067,106.677
48.2,104.833,102.98
40.296,77.728,68.627
40.246,50.171,47.278
47.994,92.692,98.802
42.149,88.172,64.557
32.264,69.784,76.315
35.539,90.231,87.622
44.699,70.912,75.472
36.628,50.357,50.092
32.519,66.823,78.345
59.693,85.749,90.319
31.764,88.162,79.934
36.422,60.997,61.507
33.254,48.955,48.808
39.678,88.78,97.998
38.668,95.36,38.138
64.459,62.213,65.93
49.337,76.708,73.138
37.167,55.055,61.39
48.278,90.035,98.155
42.943,83.464,74.334
50.377,60.487,63.478
32.225,70.137,75.256
47.67,55.408,48.965
29.106,69.225,70.402
46.484,54.545,56.271
37.54,101.97,99.969
43.679,80.091,73.128
41.541,59.065,59.291
30.538,100.577,98.822
56.271,50.995,46.925
56.437,108.305,109.776
49.122,84.631,76.384
45.611,50.357,44.444
54.917,51.122,51.975
30.636,63.4,61.272
47.739,57.418,56.192
46.748,78.081,88.829
40.756,65.734,63.871
42.208,83.955,97.831
49.239,86.024,81.376
42.433,62.714,62.41
98.047,108.942,94.977
35.382,74.354,78.973
49.828,112.1,93.987
36.294,98.586,105.412
59.173,111.913,86.181
31.048,67.735,65.832
35.873,79.061,80.866
42.767,75.854,59.497
74.403,100.695,98.979
45.866,126.457,104.215
46.935,93.703,81.464
57.751,51.112,52.711
49.926,97.959,105.637
37.716,114.218,122.034
66.744,123.613,136.185
40.864,115.591,94.683
37.736,66.509,77.286
39.256,104.225,106.559
41.247,94.624,99.381
34.215,105.843,106.971
42.992,62.096,59.938
53.034,73.932,74.442
71.706,79.218,96.095
33.068,36.863,46.542
90.878,87.338,71.657
47.494,47.768,51.701
43.816,51.916,50.328
37.265,36.412,30.42
83.494,88.544,93.261
42.071,85.906,87.024
44.895,57.163,54.76
55.967,106.167,110.658
36.912,100.979,101.244
49.21,102.98,111.423
31.646,41.257,55.094
57.722,112.325,131.35
34.627,87.289,107.412
65.195,87.77,82.807
29.028,49.73,49.122
40.001,101.43,102.499
40.443,78.424,75.305
56.761,82.199,90.074
34.274,56.604,52.662
46.268,67.833,74.334
43.483,73.285,74.746
37.128,77.894,76.708
42.522,48.592,50.23
35.01,57.418,55.408
41.119,85.19,90.78
34.402,68.725,65.636
45.522,100.126,89.535
40.256,73.138,73.109
42.826,61.811,63.498
50.642,79.375,65.587
33.196,55.849,56.222
36.932,75.109,75.933
42.737,92.683,88.338
41.198,67.94,74.913
45.248,115.65,125.525
47.709,81.984,87.907
44.473,78.6,75.452
38.932,64.655,61.399
40.884,90.153,90.623
39.462,75.668,72.265
49.239,108.069,101.205
77.688,80.434,84.014
38.854,77.482,79.218
45.719,94.379,91.398
44.963,45.454,46.876
45.071,64.842,60.86
51.014,89.819,88.456
51.867,97.527,93.408
52.75,110.07,95.36
40.139,75.09,72.402
55.045,44.355,47.347
37.952,95.419,98.753
37.069,81.503,82.376
88.005,91.751,83.406
63.047,100.126,112.786
40.511,59.566,55.241
32.401,78.375,87.152
44.316,66.754,52.515
39.609,61.831,67.097
50.328,74.03,80.169
29.959,103.862,104.127
40.56,106.079,116.876
51.377,104.509,88.299
55.604,92.457,89.466
46.689,83.053,77.708
52.701,95.203,88.064
45.836,80.473,79.12
45.366,52.966,53.878
53.299,65.44,60.36
38.736,102.146,84.7
27.92,55.476,53.789
44.512,56.526,58.565
42.365,97.615,88.623
40.472,94.566,90.192
41.335,98.272,102.597
47.935,49.19,51.455
44.61,88.25,100.675
60.321,86.642,76.168
40.845,108.403,90.574
34.872,57.369,59.046
38.864,87.907,79.973
39.266,67.009,73.177
45.552,88.799,80.66
40.541,68.784,69.117
63.312,81.64,85.357
38.756,69.872,63.959
47.043,47.327,48.121
45.954,78.973,95.831
70.059,81.346,96.841
45.572,68.009,60.605
44.159,77.894,74.06
40.943,71.687,82.17
34.323,73.854,72.059
35.392,73.462,69.372
47.66,84.739,96.252
64.871,76.021,82.258
51.867,59.095,44.071
42.1,79.169,75.992
49.739,101.636,105.392
48.445,90.29,89.839
32.823,64.057,69.323
49.916,62.41,50.926
32.774,77.992,77.924
39.315,70.294,73.962
31.43,45.591,51.858
55.359,98.812,71.569
31.862,80.699,85.583
43.865,75.688,74.766
35.216,58.654,67.195
49.435,68.421,62.704
44.954,87.416,76.207
41.953,72.952,70.667
33.607,52.279,53.799
49.004,69.166,73.079
46.719,102.882,114.865
36.265,28.41,30.067
40.227,73.766,84.17
31.018,57.065,57.369
49.906,100.293,96.174
48.141,81.121,79.012
42.914,81.17,87.838
43.1,55.368,48.876
65.587,77.247,78.522
43.738,103.813,101.842
33.754,41.217,39.089
36.245,86.74,76.413
45.395,74.148,79.287
46.895,84.063,78.61
49.327,63.557,70.578
50.602,89.182,79.414
43.198,96.752,91.839
27.223,57.134,49.769
40.894,32.95,31.891
74.354,90.153,68.656
36.275,94.36,93.948
39.874,35.598,45.326
50.308,94.291,103.823
40.668,57.516,60.507
43.443,77.394,75.717
33.068,71.098,67.862
36.893,74.109,77.325
34.647,60.988,58.438
30.332,36.559,29.136
39.825,55.594,60.468
74.727,92.575,87.289
41.767,69.872,92.604
51.475,86.544,86.563
42.149,57.8,62.517
45.052,46.533,58.663
41.227,69.47,75.129
52.132,82.847,84.808
44.463,96.468,104.5
44.336,73.04,74.864
34.392,67.48,79.189
44.62,95.605,113.12
38.815,73.893,75.747
23.86,57.389,60.399
39.403,93.026,89.652
35.402,62.429,54.535
48.818,75.688,73.54
50.71,75.913,81.307
45.768,61.9,59.654
44.463,76.521,79.189
34.058,112.414,100.224
54.015,48.955,51.446
52.328,93.84,87.73
48.523,103.411,107.922
53.456,87.632,85.779
50.043,98.145,94.919
48.837,98.459,90.437
45.699,51.191,53.682
42.502,48.631,43.855
36.059,37.873,34.716
48.945,71.226,74.158
33.588,69.392,63.174
39.423,80.719,85.543
41.453,39.942,39.197
34.147,87.691,85.014
43.492,57.565,62.861
45.797,85.857,75.825
44.081,79.336,75.531
59.173,108.03,115.601
43.306,109.236,93.212
39.678,81.278,70.99
28.547,50.808,49.622
36.569,38.422,33.931
40.394,62.135,65.283
37.903,104.451,107.844
51.779,39.795,38.599
46.287,71.157,62.517
46.768,94.065,86.465
37.893,64.086,65.94
50.867,136.067,150.983
39.854,76.619,81.434
40.031,80.954,80.719
39.57,80.846,77.276
44.944,81.905,90.702
44.336,74.795,66.381
39.07,35.637,33.176
51.632,51.985,55.908
37.422,71.804,71.098
48.612,102.391,107.393
66.43,73.138,88.348
48.062,81.532,80.581
39.992,57.134,54.231
64.783,103.539,95.154
48.317,108.158,111.011
55.829,70.323,72.059
56.29,102.813,93.948
51.622,81.738,79.826
38.315,52.142,59.487
36.814,102.45,99.802
39.913,88.427,87.701
48.827,91.614,95.88
97.831,115.64,64.498
45.473,86.71,83.67
49.043,87.083,76.472
49.396,89.495,81.483
86.848,102.166,100.018
43.061,73.501,87.475
37.275,57.81,57.261
45.209,80.895,89.956
52.701,50.122,53.78
51.867,82.65,83.67
41.374,84.249,94.016
42.051,82.278,84.072
29.459,62.517,63.331
52.073,145.952,128.448
48.464,65.459,68.951
43.355,59.134,57.349
36.834,82.866,79.404
31.46,51.573,56.624
34.372,87.76,64.567
50.759,103.921,93.918
50.347,83.974,74.756
42.571,48.533,65.832
43.218,89.437,76.58
74.256,82.905,61.733
33.637,78.267,74.648
51.455,107.599,111.668
60.615,77.777,80.101
52.348,74.933,66.666
40.482,90.908,84.318
60.635,92.477,80.866
58.467,129.732,112.492
34.196,44.934,43.591
38.628,67.823,68.647
45.503,101.685,114.159
49.533,94.144,105.637
45.826,64.587,64.753
41.335,63.312,65.557
39.187,70.598,65.244
51.004,90.398,84.71
37.991,83.003,89.672
45.63,84.043,79.669
38.913,66.891,75.629
45.052,100.45,108.795
62.262,81.405,88.319
47.601,82.376,77.433
42.767,79.336,78.924
39.56,62.488,63.635
35.608,114.983,97.115
34.098,78.247,73.197
43.728,39.933,41.923
60.203,89.996,100.459
39.923,50.436,54.084
37.52,84.318,88.348
42.276,99.322,74.913
77.6,74.776,97.831
41.678,77.159,79.993
94.752,91.535,73.53
42.443,91.016,90.153
48.788,82.248,85.239
44.218,78.022,77.041
42.306,40.874,44.355
49.71,72.363,62.998
46.219,49.367,48.69
61.076,85.553,101.273
37.099,61.341,61.645
43.1,66.724,66.872
36.402,59.33,54.378
38.883,43.492,37.599
49.916,51.867,51.201
33.392,78.679,83.906
48.504,82.474,91.143
42.482,64.714,73.324
38.442,67.813,65.067
41.727,82.464,61.86
37.177,69.49,76.129
38.56,68.362,74.089
45.787,80.277,86.093
46.444,77.561,73.138
41.109,57.438,63.949
31.293,27.557,28.773
42.571,55.515,25.203
49.053,80.238,78.188
36.157,75.648,64.793
33.127,66.891,77.845
31.626,55.525,50.426
33.225,57.447,59.742
40.511,76.296,69.519
